Insurance Policy,,,,,,,Managed by : Luke T. Lawson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
INS-POL-235644,09-09-2015,09-Sep-25,10,09-Sep-15,CUST-827063,3221.64,83.80,Annually,No,1280.32,113.13,AGT-2109,September,Q3,2015,09-Sep-16,CLM-588191,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-145061,08-09-2015,08-Sep-25,10,08-Sep-15,CUST-235924,15389.20,965.21,Monthly,Yes,4780.33,89.31,AGT-2109,September,Q3,2015,08-Sep-16,CLM-772495,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-812833,20-07-2023,20-Jul-25,10,20-Jul-23,CUST-608464,20538.80,158.18,Monthly,Yes,11336.96,98.50,AGT-2109,July,Q3,2023,20-Jul-24,CLM-926966,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-795231,15-09-2017,15-Sep-25,10,15-Sep-17,CUST-577091,5658.46,410.62,Quarterly,No,2100.36,84.03,AGT-2109,September,Q3,2017,15-Sep-18,CLM-616270,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-197531,08-03-2024,08-Mar-24,10,17-Apr-25,CUST-476497,10840.17,542.27,Quarterly,No,4302.80,41.32,AGT-2109,April,Q2,2025,17-Apr-26,CLM-475971,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-794246,18-10-2024,18-Oct-25,10,18-Oct-24,CUST-201061,23199.08,219.26,Monthly,No,7956.77,117.16,AGT-2109,October,Q4,2024,18-Oct-25,CLM-908417,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-670994,05-07-2018,05-Jul-25,10,05-Jul-18,CUST-969579,15772.18,675.27,Quarterly,No,8866.49,107.86,AGT-2109,July,Q3,2018,05-Jul-19,CLM-642796,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-498337,08-03-2024,08-Mar-24,10,28-Apr-25,CUST-105800,13016.69,956.76,Quarterly,No,7255.92,34.09,AGT-2109,April,Q2,2025,28-Apr-26,CLM-410289,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-555046,26-06-2020,26-Jun-25,10,26-Jun-20,CUST-547069,15535.78,110.88,Annually,Yes,6291.43,60.80,AGT-2109,June,Q2,2020,26-Jun-21,CLM-957129,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-598750,04-11-2022,04-Nov-25,10,04-Nov-22,CUST-839100,9913.68,795.86,Monthly,Yes,4235.63,33.70,AGT-2109,November,Q4,2022,04-Nov-23,CLM-256148,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-167393,01-02-2021,01-Feb-25,10,01-Feb-21,CUST-458643,17726.42,700.77,Monthly,Yes,6939.98,96.99,AGT-2109,February,Q1,2021,01-Feb-22,CLM-449928,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-665677,03-05-2022,03-May-25,10,03-May-22,CUST-832882,22771.77,541.96,Quarterly,Yes,11749.88,70.21,AGT-2109,May,Q2,2022,03-May-23,CLM-753697,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-890664,04-10-2015,04-Oct-25,10,04-Oct-15,CUST-237272,20726.44,308.98,Monthly,Yes,10050.77,17.31,AGT-2109,October,Q4,2015,04-Oct-16,CLM-885888,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-330920,19-08-2016,19-Aug-25,10,19-Aug-16,CUST-532874,14403.39,975.57,Quarterly,Yes,4487.40,25.22,AGT-2109,August,Q3,2016,19-Aug-17,CLM-629552,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-741266,14-02-2022,14-Feb-25,10,14-Feb-22,CUST-609740,7450.03,734.22,Monthly,Yes,2342.50,40.38,AGT-2109,February,Q1,2022,14-Feb-23,CLM-970137,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-128312,11-08-2022,11-Aug-25,10,11-Aug-22,CUST-237449,22287.85,214.21,Monthly,Yes,10135.12,101.33,AGT-2109,August,Q3,2022,11-Aug-23,CLM-349175,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-351568,10-08-2015,10-Aug-25,10,10-Aug-15,CUST-537611,20713.26,663.46,Quarterly,Yes,8988.22,50.28,AGT-2109,August,Q3,2015,10-Aug-16,CLM-914606,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-632755,18-12-2016,18-Dec-25,10,18-Dec-16,CUST-545465,6032.96,734.92,Monthly,No,1899.56,18.03,AGT-2109,December,Q4,2016,18-Dec-17,CLM-727438,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-925266,19-12-2021,19-Dec-25,10,19-Dec-21,CUST-530341,7952.63,989.04,Annually,No,4604.06,78.30,AGT-2109,December,Q4,2021,19-Dec-22,CLM-109712,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-587385,08-08-2020,08-Aug-25,10,08-Aug-20,CUST-963245,15138.50,305.11,Annually,No,7813.04,85.24,AGT-2109,August,Q3,2020,08-Aug-21,CLM-434678,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
INS-POL-525846,12-07-2020,12-Jul-25,10,12-Jul-20,CUST-621308,19298.85,907.04,Annually,No,7406.58,35.11,AGT-3488,July,Q3,2020,12-Jul-21,CLM-870758,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-201522,10-04-2020,10-Apr-25,10,10-Apr-20,CUST-318382,19259.07,291.21,Monthly,Yes,10981.19,33.69,AGT-3488,April,Q2,2020,10-Apr-21,CLM-301732,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-670332,21-04-2018,21-Apr-25,10,21-Apr-18,CUST-283981,20330.11,1047.18,Quarterly,Yes,6113.95,72.22,AGT-3488,April,Q2,2018,21-Apr-19,CLM-223963,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-337696,02-03-2016,02-Mar-25,10,02-Mar-16,CUST-601487,13645.51,112.29,Monthly,Yes,7391.84,65.61,AGT-3488,March,Q1,2016,02-Mar-17,CLM-444903,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-356232,04-05-2018,04-May-25,10,04-May-18,CUST-943601,21791.24,937.49,Annually,Yes,11363.78,26.46,AGT-3488,May,Q2,2018,04-May-19,CLM-128884,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-521746,02-09-2021,02-Sep-25,10,02-Sep-21,CUST-748423,23434.69,1154.19,Quarterly,No,10273.97,109.49,AGT-3488,September,Q3,2021,02-Sep-22,CLM-346259,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-554456,28-04-2016,28-Apr-25,10,28-Apr-16,CUST-841786,2489.33,1144.17,Monthly,Yes,1454.69,52.17,AGT-3488,April,Q2,2016,28-Apr-17,CLM-620840,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-614777,04-02-2024,04-Feb-25,10,04-Feb-24,CUST-825521,14045.11,706.25,Quarterly,Yes,4608.38,113.18,AGT-3488,February,Q1,2024,04-Feb-25,CLM-250558,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-710325,24-07-2024,24-Jul-25,10,24-Jul-24,CUST-937798,5308.07,1014.00,Monthly,Yes,2966.90,74.76,AGT-3488,July,Q3,2024,24-Jul-25,CLM-926862,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-118689,21-11-2018,21-Nov-25,10,21-Nov-18,CUST-286746,11298.87,653.44,Annually,Yes,4697.19,29.70,AGT-3488,November,Q4,2018,21-Nov-19,CLM-482120,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-309210,26-12-2022,26-Dec-25,10,26-Dec-22,CUST-148646,1536.68,1157.53,Quarterly,Yes,490.14,27.39,AGT-3488,December,Q4,2022,26-Dec-23,CLM-893046,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-591450,04-06-2020,04-Jun-25,10,04-Jun-20,CUST-311816,3233.94,1028.70,Monthly,No,1239.22,48.65,AGT-3488,June,Q2,2020,04-Jun-21,CLM-978279,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-565893,27-11-2020,27-Nov-25,10,27-Nov-20,CUST-231961,16012.26,100.23,Monthly,No,7798.15,42.67,AGT-3488,November,Q4,2020,27-Nov-21,CLM-722490,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-251532,12-06-2020,12-Jun-25,10,12-Jun-20,CUST-541261,17764.50,695.94,Monthly,No,9943.73,15.34,AGT-3488,June,Q2,2020,12-Jun-21,CLM-883841,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-142375,11-08-2016,11-Aug-25,10,11-Aug-16,CUST-376570,13250.27,632.43,Quarterly,Yes,7682.58,79.74,AGT-3488,August,Q3,2016,11-Aug-17,CLM-378009,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-845828,08-03-2024,08-Mar-24,10,27-Feb-25,CUST-733113,8500.68,641.11,Annually,Yes,4874.85,92.19,AGT-3488,February,Q1,2025,27-Feb-26,CLM-958240,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-237508,11-12-2016,11-Dec-25,10,11-Dec-16,CUST-530768,20659.62,929.43,Monthly,No,11197.60,58.88,AGT-3488,December,Q4,2016,11-Dec-17,CLM-749378,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-850170,22-06-2018,22-Jun-25,10,22-Jun-18,CUST-557963,16842.69,1136.59,Annually,No,5682.76,109.61,AGT-3488,June,Q2,2018,22-Jun-19,CLM-714579,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-322283,22-04-2017,22-Apr-25,10,22-Apr-17,CUST-127335,21486.35,357.97,Monthly,Yes,6844.77,115.38,AGT-3488,April,Q2,2017,22-Apr-18,CLM-638193,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-929599,06-02-2018,06-Feb-25,10,06-Feb-18,CUST-521717,9235.28,1152.95,Annually,Yes,4481.03,91.87,AGT-3488,February,Q1,2018,06-Feb-19,CLM-576142,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-769926,14-08-2024,14-Aug-25,10,14-Aug-24,CUST-834672,5424.11,619.47,Annually,Yes,2214.37,58.75,AGT-3488,August,Q3,2024,14-Aug-25,CLM-217382,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-110161,12-11-2024,12-Nov-25,10,12-Nov-24,CUST-800919,6602.55,325.32,Quarterly,Yes,3106.27,63.39,AGT-3488,November,Q4,2024,12-Nov-25,CLM-781997,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-196194,04-11-2023,04-Nov-25,10,04-Nov-23,CUST-902458,19659.19,425.55,Annually,No,9246.35,48.54,AGT-3488,November,Q4,2023,04-Nov-24,CLM-706124,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-794504,08-06-2016,08-Jun-25,10,08-Jun-16,CUST-947793,9686.26,238.65,Annually,Yes,5041.10,116.60,AGT-3488,June,Q2,2016,08-Jun-17,CLM-647781,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-348237,23-07-2021,23-Jul-25,10,23-Jul-21,CUST-378538,17114.33,139.43,Monthly,Yes,8148.25,61.54,AGT-3488,July,Q3,2021,23-Jul-22,CLM-214114,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-772816,07-03-2022,07-Mar-25,10,07-Mar-22,CUST-697205,13056.23,651.81,Quarterly,No,6420.38,66.42,AGT-3488,March,Q1,2022,07-Mar-23,CLM-589934,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-921253,26-10-2023,26-Oct-25,10,26-Oct-23,CUST-854492,19395.62,556.74,Monthly,No,9812.50,107.81,AGT-3488,October,Q4,2023,26-Oct-24,CLM-337900,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-255525,22-02-2024,22-Feb-25,10,22-Feb-24,CUST-796354,15806.71,529.66,Annually,Yes,6571.12,7.17,AGT-3488,February,Q1,2024,22-Feb-25,CLM-765152,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-494456,17-07-2024,17-Jul-25,10,17-Jul-24,CUST-294854,22973.31,620.68,Quarterly,No,9782.47,38.01,AGT-3488,July,Q3,2024,17-Jul-25,CLM-571761,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-198001,26-02-2019,26-Feb-25,10,26-Feb-19,CUST-290284,21992.32,189.11,Annually,Yes,12810.01,62.72,AGT-3488,February,Q1,2019,26-Feb-20,CLM-818423,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-342914,02-05-2020,02-May-25,10,02-May-20,CUST-148211,12263.77,293.03,Quarterly,Yes,5636.72,29.21,AGT-3488,May,Q2,2020,02-May-21,CLM-187835,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-720738,23-01-2020,23-Jan-25,10,23-Jan-20,CUST-402157,15966.92,857.85,Monthly,Yes,7187.92,26.86,AGT-3488,January,Q1,2020,23-Jan-21,CLM-290165,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-758419,27-11-2019,27-Nov-25,10,27-Nov-19,CUST-700579,17840.19,133.66,Monthly,No,9697.62,52.72,AGT-3488,November,Q4,2019,27-Nov-20,CLM-623719,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-557371,02-10-2022,02-Oct-25,10,02-Oct-22,CUST-303135,7604.72,461.96,Monthly,No,2993.70,83.19,AGT-3488,October,Q4,2022,02-Oct-23,CLM-287569,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-653367,09-09-2023,09-Sep-25,10,09-Sep-23,CUST-131854,14760.46,692.90,Quarterly,Yes,7052.58,75.23,AGT-3488,September,Q3,2023,09-Sep-24,CLM-616797,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-855010,31-08-2023,31-Aug-25,10,31-Aug-23,CUST-688786,10162.76,739.46,Annually,No,3372.73,112.94,AGT-3488,August,Q3,2023,31-Aug-24,CLM-313813,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-118592,21-10-2016,21-Oct-25,10,21-Oct-16,CUST-343766,18376.49,703.57,Quarterly,Yes,8836.44,99.22,AGT-3488,October,Q4,2016,21-Oct-17,CLM-279375,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-475619,22-05-2022,22-May-25,10,22-May-22,CUST-699319,19808.70,669.46,Annually,Yes,11164.14,75.69,AGT-3488,May,Q2,2022,22-May-23,CLM-247448,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-167036,20-12-2016,20-Dec-25,10,20-Dec-16,CUST-398424,16131.89,596.63,Monthly,Yes,5597.13,25.97,AGT-3488,December,Q4,2016,20-Dec-17,CLM-679325,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-419758,21-10-2018,21-Oct-25,10,21-Oct-18,CUST-310762,18151.89,826.26,Quarterly,Yes,10847.11,102.45,AGT-3488,October,Q4,2018,21-Oct-19,CLM-255416,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-651995,12-04-2019,12-Apr-25,10,12-Apr-19,CUST-800539,13196.94,568.59,Monthly,No,6738.72,97.21,AGT-3488,April,Q2,2019,12-Apr-20,CLM-382696,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-615837,25-03-2016,25-Mar-25,10,25-Mar-16,CUST-742446,4576.14,631.97,Quarterly,No,1792.20,24.44,AGT-3488,March,Q1,2016,25-Mar-17,CLM-446377,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-734393,05-03-2018,05-Mar-25,10,05-Mar-18,CUST-246780,3993.91,715.52,Monthly,Yes,1503.94,105.01,AGT-3488,March,Q1,2018,05-Mar-19,CLM-162769,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-516476,18-01-2017,18-Jan-25,10,18-Jan-17,CUST-133305,21335.10,651.49,Monthly,Yes,6702.64,86.70,AGT-3488,January,Q1,2017,18-Jan-18,CLM-469619,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-711912,27-12-2018,27-Dec-25,10,27-Dec-18,CUST-547367,16592.32,1157.53,Annually,No,5727.32,17.45,AGT-3488,December,Q4,2018,27-Dec-19,CLM-108718,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-492156,08-03-2024,08-Mar-24,10,19-Feb-25,CUST-419855,8260.90,460.59,Quarterly,Yes,4576.20,82.70,AGT-3488,February,Q1,2025,19-Feb-26,CLM-943713,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-325345,03-02-2018,03-Feb-25,10,03-Feb-18,CUST-739274,12638.42,253.72,Monthly,No,3983.07,58.56,AGT-3488,February,Q1,2018,03-Feb-19,CLM-736729,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-576288,01-03-2018,01-Mar-25,10,01-Mar-18,CUST-769587,7621.27,179.53,Annually,Yes,4527.17,101.65,AGT-3488,March,Q1,2018,01-Mar-19,CLM-964502,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-251693,23-08-2021,23-Aug-25,10,23-Aug-21,CUST-864442,11581.77,619.86,Annually,No,6946.27,114.54,AGT-3488,August,Q3,2021,23-Aug-22,CLM-106822,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-782670,30-04-2019,30-Apr-25,10,30-Apr-19,CUST-312753,15934.28,632.70,Monthly,No,9316.26,20.76,AGT-3488,April,Q2,2019,30-Apr-20,CLM-994660,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-603380,16-02-2019,16-Feb-25,10,16-Feb-19,CUST-272029,1965.82,488.67,Quarterly,No,969.68,113.99,AGT-3488,February,Q1,2019,16-Feb-20,CLM-199045,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-408495,04-07-2021,04-Jul-25,10,04-Jul-21,CUST-334881,17656.48,586.73,Quarterly,Yes,9642.52,69.69,AGT-3488,July,Q3,2021,04-Jul-22,CLM-901942,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-112149,02-06-2019,02-Jun-25,10,02-Jun-19,CUST-980236,2526.62,936.32,Quarterly,No,785.28,102.93,AGT-3488,June,Q2,2019,02-Jun-20,CLM-183788,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-910446,04-12-2021,04-Dec-25,10,04-Dec-21,CUST-577253,17611.72,467.01,Annually,Yes,5877.80,105.05,AGT-3488,December,Q4,2021,04-Dec-22,CLM-824702,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-749825,27-02-2024,27-Feb-25,10,27-Feb-24,CUST-340228,1676.27,310.42,Annually,Yes,886.01,78.07,AGT-3488,February,Q1,2024,27-Feb-25,CLM-989644,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-607027,10-05-2020,10-May-25,10,10-May-20,CUST-821452,23494.85,371.00,Quarterly,No,8919.34,48.08,AGT-3488,May,Q2,2020,10-May-21,CLM-256693,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-664746,04-12-2024,04-Dec-25,10,04-Dec-24,CUST-369387,3907.39,628.44,Quarterly,Yes,2126.58,70.47,AGT-3488,December,Q4,2024,04-Dec-25,CLM-504220,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-821882,24-08-2020,24-Aug-25,10,24-Aug-20,CUST-363351,4247.48,605.69,Quarterly,No,2184.60,62.19,AGT-3488,August,Q3,2020,24-Aug-21,CLM-939126,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-314530,04-03-2019,04-Mar-25,10,04-Mar-19,CUST-487971,6754.65,563.53,Quarterly,Yes,2901.66,30.44,AGT-3488,March,Q1,2019,04-Mar-20,CLM-186671,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-346643,22-10-2023,22-Oct-25,10,22-Oct-23,CUST-479824,2365.92,828.54,Quarterly,Yes,776.06,108.20,AGT-3488,October,Q4,2023,22-Oct-24,CLM-879775,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-713222,23-01-2018,23-Jan-25,10,23-Jan-18,CUST-937114,23305.37,865.48,Annually,Yes,11279.66,103.97,AGT-3488,January,Q1,2018,23-Jan-19,CLM-302725,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-246024,20-10-2018,20-Oct-25,10,20-Oct-18,CUST-625754,10240.80,108.11,Annually,Yes,4332.79,87.21,AGT-3488,October,Q4,2018,20-Oct-19,CLM-753955,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-905002,23-03-2019,23-Mar-25,10,23-Mar-19,CUST-288185,15554.18,366.85,Monthly,Yes,6663.84,31.91,AGT-3488,March,Q1,2019,23-Mar-20,CLM-616954,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-528549,12-03-2020,12-Mar-25,10,12-Mar-20,CUST-667593,20871.35,95.89,Annually,No,12432.62,13.54,AGT-3488,March,Q1,2020,12-Mar-21,CLM-820936,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-356345,31-12-2019,31-Dec-25,10,31-Dec-19,CUST-334598,9190.13,367.66,Quarterly,Yes,3407.01,79.38,AGT-3488,December,Q4,2019,31-Dec-20,CLM-105608,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-234767,04-05-2016,04-May-25,10,04-May-16,CUST-329320,10395.76,990.48,Quarterly,Yes,5744.56,42.36,AGT-3488,May,Q2,2016,04-May-17,CLM-724092,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-685429,19-08-2021,19-Aug-25,10,19-Aug-21,CUST-483790,9476.28,557.48,Annually,No,3201.98,74.22,AGT-3488,August,Q3,2021,19-Aug-22,CLM-223736,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-473289,30-06-2023,30-Jun-25,10,30-Jun-23,CUST-802050,6452.14,65.04,Quarterly,Yes,2661.69,76.96,AGT-3488,June,Q2,2023,30-Jun-24,CLM-126529,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-784671,24-05-2017,24-May-25,10,24-May-17,CUST-981386,12661.49,821.87,Quarterly,Yes,7357.34,95.84,AGT-3488,May,Q2,2017,24-May-18,CLM-966049,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-898770,19-08-2017,19-Aug-25,10,19-Aug-17,CUST-668903,17993.22,677.76,Annually,Yes,9530.71,96.19,AGT-3488,August,Q3,2017,19-Aug-18,CLM-295633,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-750183,29-03-2023,29-Mar-25,10,29-Mar-23,CUST-666602,12918.76,548.52,Monthly,Yes,7679.42,43.83,AGT-3488,March,Q1,2023,29-Mar-24,CLM-102891,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-838850,21-06-2017,21-Jun-25,10,21-Jun-17,CUST-982985,22735.37,372.25,Quarterly,Yes,10970.27,50.15,AGT-3488,June,Q2,2017,21-Jun-18,CLM-328004,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
INS-POL-730345,15-11-2024,15-Nov-25,10,15-Nov-24,CUST-424572,13421.98,403.55,Monthly,Yes,4731.81,57.45,AGT-3488,November,Q4,2024,15-Nov-25,CLM-555858,PT-ENDD989,LGA-PLCD-9829,Active,New Jersey,RME2D5Q4,ZMW3T7P8
